地方, 振興局, 地点番号, 観測所名, よみがな, ローマ字表記, 所在地, Latitude, Latitude_3, Longitude, Longitude_4, Start Year-Start Month-Start Day, End Year-End Month-End Day, Old Station Number, 実測開始日, 実測終了日, 特別警戒情報判定除外開始日, 特別警戒情報判定除外終了日
北海道, 渡島, 23206, 川汲, かっくみ, KAKKUMI, 函館市川汲町, 41, 54.4, 140, 58.2, 2010-05-01, 9999-99-99, 23206, , , , 
北海道, 渡島, 23226, 北斗, ほくと, HOKUTO, 北斗市本町, 41, 53.2, 140, 39.2, 2010-05-01, 9999-99-99, 23226, , , , 
北海道, 渡島, 23232, 函館, はこだて, HAKODATE, 函館市美原　函館地方気象台, 41, 49.0, 140, 45.2, 2010-05-01, 9999-99-99, 23232, , , , 
北海道, 渡島, 23326, 木古内, きこない, KIKONAI, 上磯郡木古内町字本町, 41, 40.8, 140, 26.2, 2010-05-01, 9999-99-99, 23326, , , , 
北海道, 渡島, 23376, 松前, まつまえ, MATSUMAE, 松前郡松前町建石, 41, 25.4, 140, 5.2, 2010-05-01, 9999-99-99, 23376, , , , 
北海道, 檜山, 24041, せたな, せたな, SETANA, 久遠郡せたな町瀬棚区本町, 42, 27.0, 139, 51.1, 2010-05-01, 9999-99-99, 24041, , , , 
北海道, 檜山, 24051, 今金, いまかね, IMAKANE, 瀬棚郡今金町今金, 42, 25.7, 140, 0.5, 2010-05-01, 9999-99-99, 24051, , , , 
北海道, 檜山, 24101, 奥尻, おくしり, OKUSHIRI, 奥尻郡奥尻町稲穂, 42, 14.9, 139, 33.4, 2010-05-01, 9999-99-99, 24101, , , , 
北海道, 渡島, 24141, 熊石, くまいし, KUMAISHI, 二海郡八雲町熊石根崎町, 42, 7.7, 139, 59.1, 2010-05-01, 9999-99-99, 24141, , , , 
北海道, 檜山, 24201, 鶉, うずら, UZURA, 檜山郡厚沢部町鶉町, 41, 55.8, 140, 18.7, 2010-05-01, 9999-99-99, 24201, , , , 
北海道, 檜山, 24217, 江差, えさし, ESASHI, 檜山郡江差町姥神町　江差特別地域気象観測所, 41, 52.0, 140, 7.4, 2010-05-01, 9999-99-99, 24217, , , , 
東北, 青森, 31001, 大間, おおま, OMA, 下北郡大間町大間字狼丁, 41, 31.6, 140, 54.7, 2010-05-01, 9999-99-99, 31001, , , , 
東北, 青森, 31111, むつ, むつ, MUTSU, むつ市金曲　むつ特別地域気象観測所, 41, 17.0, 141, 12.6, 2010-05-01, 9999-99-99, 31111, , , , 
東北, 青森, 31121, 小田野沢, おだのさわ, ODANOSAWA, 下北郡東通村小田野沢字中川目, 41, 14.1, 141, 23.8, 2010-05-01, 9999-99-99, 31121, , , , 
東北, 青森, 31136, 今別, いまべつ, IMABETSU, 東津軽郡今別町今別字中沢, 41, 10.8, 140, 28.9, 2010-05-01, 9999-99-99, 31136, , , , 
東北, 青森, 31156, 脇野沢, わきのさわ, WAKINOSAWA, むつ市脇野沢桂沢, 41, 8.7, 140, 49.3, 2010-05-01, 9999-99-99, 31156, , , , 
東北, 青森, 31186, 市浦, しうら, SHIURA, 五所川原市相内, 41, 3.4, 140, 20.8, 2010-05-01, 9999-99-99, 31186, , , , 
東北, 青森, 31201, 蟹田, かにた, KANITA, 東津軽郡外ヶ浜町字蟹田鰐ケ淵, 41, 2.7, 140, 38.0, 2010-05-01, 9999-99-99, 31201, , , , 
東北, 青森, 31296, 五所川原, ごしょがわら, GOSHOGAWARA, 五所川原市松島町, 40, 48.5, 140, 27.5, 2010-05-01, 9999-99-99, 31296, , , , 
東北, 青森, 31312, 青森, あおもり, AOMORI, 青森市花園　青森地方気象台, 40, 49.3, 140, 46.1, 2010-05-01, 9999-99-99, 31312, 2025-04-01, 9999-99-99, , 
東北, 青森, 31332, 野辺地, のへじ, NOHEJI, 上北郡野辺地町有戸鳥井平, 40, 53.1, 141, 9.6, 2010-05-01, 9999-99-99, 31332, , , , 
東北, 青森, 31336, 六ケ所, ろっかしょ, ROKKASHO, 上北郡六ヶ所村倉内字笹崎, 40, 53.1, 141, 16.3, 2010-05-01, 9999-99-99, 31336, , , , 
東北, 青森, 31366, 鰺ケ沢, あじがさわ, AJIGASAWA, 西津軽郡鰺ヶ沢町舞戸町字小夜, 40, 46.6, 140, 12.3, 2010-05-01, 9999-99-99, 31366, , , , 
東北, 青森, 31436, 深浦, ふかうら, FUKAURA, 西津軽郡深浦町大字深浦字岡町　深浦特別地域気象観測所, 40, 38.7, 139, 55.9, 2010-05-01, 9999-99-99, 31436, , , , 
東北, 青森, 31461, 弘前, ひろさき, HIROSAKI, 弘前市和田町, 40, 36.7, 140, 27.3, 2010-05-01, 9999-99-99, 31461, , , , 
東北, 青森, 31466, 黒石, くろいし, KUROISHI, 黒石市馬場尻南, 40, 40.0, 140, 35.1, 2010-05-01, 9999-99-99, 31466, , , , 
東北, 青森, 31482, 酸ケ湯, すかゆ, SUKAYU, 青森市荒川字南荒川山国有林酸ヶ湯沢, 40, 38.9, 140, 50.9, 2010-05-01, 9999-99-99, 31482, , , 2026-04-01, 9999-99-99
東北, 青森, 31506, 三沢, みさわ, MISAWA, 三沢市東町, 40, 40.5, 141, 22.5, 2010-05-01, 9999-99-99, 31506, , , , 
東北, 青森, 31586, 十和田, とわだ, TOWADA, 十和田市東十六番町, 40, 36.4, 141, 14.0, 2010-05-01, 9999-99-99, 31586, , , , 
東北, 青森, 31602, 八戸, はちのへ, HACHINOHE, 八戸市湊町字館鼻　八戸特別地域気象観測所, 40, 31.6, 141, 31.3, 2010-05-01, 9999-99-99, 31602, , , , 
東北, 青森, 31646, 碇ケ関, いかりがせき, IKARIGASEKI, 平川市碇ヶ関阿原, 40, 28.9, 140, 37.2, 2010-05-01, 9999-99-99, 31646, , , , 
東北, 青森, 31662, 休屋, やすみや, YASUMIYA, 十和田市大字奥瀬字十和田湖畔休屋, 40, 25.6, 140, 53.9, 2010-05-01, 9999-99-99, 31662, , , , 
東北, 青森, 31721, 三戸, さんのへ, SANNOHE, 三戸郡三戸町川守田字寺ノ沢, 40, 23.0, 141, 15.4, 2010-05-01, 9999-99-99, 31721, , , , 
東北, 秋田, 32056, 八森, はちもり, HACHIMORI, 山本郡八峰町八森字チコキ, 40, 24.8, 139, 56.9, 2010-05-01, 9999-99-99, 32056, , , , 
東北, 秋田, 32111, 能代, のしろ, NOSHIRO, 能代市緑町, 40, 11.9, 140, 1.9, 2010-05-01, 9999-99-99, 32111, , , , 
東北, 秋田, 32126, 鷹巣, たかのす, TAKANOSU, 北秋田市旭町, 40, 13.6, 140, 22.3, 2010-05-01, 9999-99-99, 32126, , , , 
東北, 秋田, 32136, 大館, おおだて, ODATE, 大館市出川字上野, 40, 15.1, 140, 30.3, 2010-05-01, 9999-99-99, 32136, , , , 
東北, 秋田, 32146, 鹿角, かづの, KAZUNO, 鹿角市花輪字荒田, 40, 12.9, 140, 47.2, 2010-05-01, 9999-99-99, 32146, , , , 
東北, 秋田, 32206, 湯瀬, ゆぜ, YUZE, 鹿角市八幡平湯瀬字一羽根, 40, 7.2, 140, 50.4, 2010-05-01, 9999-99-99, 32206, , , , 
東北, 秋田, 32266, 八幡平, はちまんたい, HACHIMANTAI, 鹿角市八幡平字熊沢外8国有林, 40, 0.8, 140, 48.1, 2010-05-01, 9999-99-99, 32266, , , , 
東北, 秋田, 32286, 男鹿, おが, OGA, 男鹿市脇本脇本字上野, 39, 54.7, 139, 54.0, 2010-05-01, 9999-99-99, 32286, , , , 
東北, 秋田, 32287, 大潟, おおがた, OGATA, 南秋田郡大潟村大潟, 40, 0.0, 139, 57.0, 2010-05-01, 9999-99-99, 32287, , , , 
東北, 秋田, 32296, 五城目, ごじょうめ, GOJOME, 南秋田郡五城目町上樋口字屋岸, 39, 56.3, 140, 6.9, 2010-05-01, 9999-99-99, 32296, , , , 
東北, 秋田, 32311, 阿仁合, あにあい, ANIAI, 北秋田市阿仁水無字畑町東裏, 39, 59.6, 140, 24.2, 2010-05-01, 9999-99-99, 32311, , , , 
東北, 秋田, 32402, 秋田, あきた, AKITA, 秋田市山王　秋田地方気象台, 39, 43.0, 140, 5.9, 2010-05-01, 9999-99-99, 32402, 2025-04-01, 9999-99-99, , 
東北, 秋田, 32407, 岩見三内, いわみさんない, IWAMISANNAI, 秋田市河辺三内字外川原, 39, 42.4, 140, 17.2, 2010-05-01, 9999-99-99, 32407, , , , 
東北, 秋田, 32466, 角館, かくのだて, KAKUNODATE, 仙北市角館町小勝田鵜の崎, 39, 36.2, 140, 33.4, 2010-05-01, 9999-99-99, 32466, , , , 
東北, 秋田, 32476, 田沢湖, たざわこ, TAZAWAKO, 仙北市田沢湖生保内字宮の後, 39, 41.9, 140, 43.9, 2010-05-01, 9999-99-99, 32476, , , , 
東北, 秋田, 32496, 大正寺, だいしょうじ, DAISHOJI, 秋田市雄和新波字寺沢, 39, 31.6, 140, 14.0, 2010-05-01, 9999-99-99, 32496, , , , 
東北, 秋田, 32551, 大曲, おおまがり, OMAGARI, 大仙市四ツ屋字下古道, 39, 29.4, 140, 29.7, 2010-05-01, 9999-99-99, 32551, , , , 
東北, 秋田, 32571, 本荘, ほんじょう, HONJO, 由利本荘市埋田字用堰南, 39, 21.6, 140, 3.3, 2010-05-01, 9999-99-99, 32571, , , , 
東北, 秋田, 32581, 東由利, ひがしゆり, HIGASHIYURI, 由利本荘市東由利老方字後田, 39, 18.3, 140, 17.3, 2010-05-01, 9999-99-99, 32581, , , , 
東北, 秋田, 32596, 横手, よこて, YOKOTE, 横手市横手町大樋, 39, 19.2, 140, 33.3, 2010-05-01, 9999-99-99, 32596, , , , 
東北, 秋田, 32616, にかほ, にかほ, NIKAHO, にかほ市金浦字南金浦, 39, 15.3, 139, 54.8, 2010-05-01, 9999-99-99, 32616, , , , 
東北, 秋田, 32626, 矢島, やしま, YASHIMA, 由利本荘市矢島町城内字築舘, 39, 14.1, 140, 8.2, 2010-05-01, 9999-99-99, 32626, , , , 
東北, 秋田, 32691, 湯沢, ゆざわ, YUZAWA, 湯沢市金谷字樋ノ口, 39, 11.2, 140, 27.8, 2010-05-01, 9999-99-99, 32691, , , , 
東北, 秋田, 32771, 湯の岱, ゆのたい, YUNOTAI, 湯沢市秋の宮字湯の岱, 38, 57.6, 140, 31.7, 2010-05-01, 9999-99-99, 32771, , , , 
東北, 岩手, 33006, 種市, たねいち, TANEICHI, 九戸郡洋野町種市第21地割, 40, 24.2, 141, 42.0, 2010-05-01, 9999-99-99, 33006, , , , 
東北, 岩手, 33026, 軽米, かるまい, KARUMAI, 九戸郡軽米町大字上舘第15地割, 40, 19.5, 141, 28.0, 2010-05-01, 9999-99-99, 33026, , , , 
東北, 岩手, 33071, 二戸, にのへ, NINOHE, 二戸市堀野字馬場, 40, 17.9, 141, 17.9, 2010-05-01, 9999-99-99, 33071, , , , 
東北, 岩手, 33136, 山形, やまがた, YAMAGATA, 久慈市山形町川井, 40, 8.9, 141, 34.3, 2010-05-01, 9999-99-99, 33136, , , , 
東北, 岩手, 33146, 久慈, くじ, KUJI, 久慈市小久慈町第24地割, 40, 10.1, 141, 44.9, 2010-05-01, 9999-99-99, 33146, , , , 
東北, 岩手, 33166, 荒屋, あらや, ARAYA, 八幡平市叺田, 40, 6.2, 141, 3.0, 2010-05-01, 9999-99-99, 33166, , , , 
東北, 岩手, 33176, 奥中山, おくなかやま, OKUNAKAYAMA, 二戸郡一戸町小繋字西田子, 40, 3.6, 141, 13.5, 2010-05-01, 9999-99-99, 33176, , , , 
東北, 岩手, 33186, 葛巻, くずまき, KUZUMAKI, 岩手郡葛巻町葛巻第7地割字元町, 40, 2.4, 141, 27.4, 2010-05-01, 9999-99-99, 33186, , , , 
東北, 岩手, 33206, 普代, ふだい, FUDAI, 下閉伊郡普代村第13地割字普代, 40, 0.2, 141, 53.0, 2010-05-01, 9999-99-99, 33206, , , , 
東北, 岩手, 33226, 岩手松尾, いわてまつお, IWATEMATSUO, 八幡平市野駄, 39, 57.1, 141, 3.9, 2010-05-01, 9999-99-99, 33226, , , , 
東北, 岩手, 33296, 好摩, こうま, KOMA, 盛岡市好摩字芋田向, 39, 52.1, 141, 10.0, 2010-05-01, 9999-99-99, 33296, , , , 
東北, 岩手, 33326, 岩泉, いわいずみ, IWAIZUMI, 下閉伊郡岩泉町岩泉字中家, 39, 50.8, 141, 47.7, 2010-05-01, 9999-99-99, 33326, , , , 
東北, 岩手, 33336, 小本, おもと, OMOTO, 下閉伊郡岩泉町小本字下中野, 39, 50.8, 141, 57.8, 2010-05-01, 9999-99-99, 33336, , , , 
東北, 岩手, 33371, 薮川, やぶかわ, YABUKAWA, 盛岡市薮川字外山, 39, 47.0, 141, 19.7, 2010-05-01, 9999-99-99, 33371, , , 2026-04-01, 9999-99-99
東北, 岩手, 33421, 雫石, しずくいし, SHIZUKUISHI, 岩手郡雫石町第40地割字千刈田, 39, 41.8, 140, 58.5, 2010-05-01, 9999-99-99, 33421, , , , 
東北, 岩手, 33431, 盛岡, もりおか, MORIOKA, 盛岡市山王町　盛岡地方気象台, 39, 41.9, 141, 9.9, 2010-05-01, 9999-99-99, 33431, 2025-04-01, 9999-99-99, , 
東北, 岩手, 33441, 区界, くざかい, KUZAKAI, 宮古市区界第2地割, 39, 39.0, 141, 21.2, 2010-05-01, 9999-99-99, 33441, , , 2026-04-01, 9999-99-99
東北, 岩手, 33472, 宮古, みやこ, MIYAKO, 宮古市鍬ケ崎下町　宮古特別地域気象観測所, 39, 38.8, 141, 57.9, 2010-05-01, 9999-99-99, 33472, , , , 
東北, 岩手, 33486, 沢内, さわうち, SAWAUCHI, 和賀郡西和賀町沢内字貝沢4地割, 39, 32.9, 140, 50.6, 2017-07-11, 9999-99-99, 33486, , , , 
東北, 岩手, 33501, 紫波, しわ, SHIWA, 紫波郡紫波町稲藤字七郷, 39, 32.8, 141, 7.6, 2010-05-01, 9999-99-99, 33501, , , , 
東北, 岩手, 33526, 川井, かわい, KAWAI, 宮古市川井, 39, 35.9, 141, 40.9, 2010-05-01, 9999-99-99, 33526, , , , 
東北, 岩手, 33561, 沢内, さわうち, SAWAUCHI, 和賀郡西和賀町沢内川舟第34地割, 39, 28.8, 140, 47.8, 2010-05-01, 2017-07-10, 33561, , , , 
東北, 岩手, 33581, 大迫, おおはさま, OHASAMA, 花巻市大迫町大迫第13地割, 39, 28.2, 141, 16.7, 2010-05-01, 9999-99-99, 33581, , , , 
東北, 岩手, 33616, 山田, やまだ, YAMADA, 下閉伊郡山田町織笠第11地割, 39, 27.0, 141, 57.4, 2010-05-01, 9999-99-99, 33616, , , , 
東北, 岩手, 33631, 湯田, ゆだ, YUDA, 和賀郡西和賀町上野々第39地割, 39, 18.6, 140, 46.6, 2010-05-01, 9999-99-99, 33631, , , , 
東北, 岩手, 33671, 遠野, とおの, TOONO, 遠野市松崎町白岩24地割, 39, 20.3, 141, 32.6, 2010-05-01, 9999-99-99, 33671, , , , 
東北, 岩手, 33716, 北上, きたかみ, KITAKAMI, 北上市芳町, 39, 17.3, 141, 6.6, 2010-05-01, 9999-99-99, 33716, , , , 
東北, 岩手, 33751, 釜石, かまいし, KAMAISHI, 釜石市港町, 39, 16.2, 141, 52.7, 2010-05-01, 9999-99-99, 33751, , , , 
東北, 岩手, 33776, 若柳, わかやなぎ, WAKAYANAGI, 奥州市胆沢若柳字倉舘, 39, 8.4, 141, 3.8, 2010-05-01, 9999-99-99, 33776, , , , 
東北, 岩手, 33781, 江刺, えさし, ESASHI, 奥州市江刺愛宕字八日市, 39, 11.0, 141, 9.7, 2010-05-01, 9999-99-99, 33781, , , , 
東北, 岩手, 33801, 住田, すみた, SUMITA, 気仙郡住田町世田米字川向, 39, 8.5, 141, 34.4, 2010-05-01, 9999-99-99, 33801, , , , 
東北, 岩手, 33877, 大船渡, おおふなと, OFUNATO, 大船渡市大船渡町字赤沢　大船渡特別地域気象観測所, 39, 3.8, 141, 42.8, 2010-05-01, 9999-99-99, 33877, , , , 
東北, 岩手, 33911, 一関, いちのせき, ICHINOSEKI, 一関市竹山町, 38, 56.0, 141, 7.5, 2010-05-01, 9999-99-99, 33911, , , , 
東北, 岩手, 33921, 千厩, せんまや, SEMMAYA, 一関市千厩町千厩字北方, 38, 55.3, 141, 19.8, 2010-05-01, 9999-99-99, 33921, , , , 
東北, 宮城, 34012, 駒ノ湯, こまのゆ, KOMANOYU, 栗原市栗駒沼倉耕英南, 38, 54.8, 140, 49.7, 2010-05-01, 9999-99-99, 34012, , , , 
東北, 宮城, 34026, 気仙沼, けせんぬま, KESENNUMA, 気仙沼市古町, 38, 54.4, 141, 33.4, 2010-05-01, 9999-99-99, 34026, , , , 
東北, 宮城, 34096, 川渡, かわたび, KAWATABI, 大崎市鳴子温泉字蓬田, 38, 44.6, 140, 45.6, 2010-05-01, 9999-99-99, 34096, , , , 
東北, 宮城, 34111, 築館, つきだて, TSUKIDATE, 栗原市築館左足下, 38, 44.1, 141, 0.3, 2010-05-01, 9999-99-99, 34111, , , , 
東北, 宮城, 34171, 米山, よねやま, YONEYAMA, 登米市米山町西野字新遠田, 38, 37.5, 141, 11.2, 2010-05-01, 9999-99-99, 34171, , , , 
東北, 宮城, 34186, 志津川, しづがわ, SHIZUGAWA, 本吉郡南三陸町志津川字城場, 38, 40.9, 141, 26.9, 2010-05-01, 9999-99-99, 34186, , , , 
東北, 宮城, 34216, 古川, ふるかわ, FURUKAWA, 大崎市古川大崎字富国, 38, 35.9, 140, 54.7, 2010-05-01, 9999-99-99, 34216, , , , 
東北, 宮城, 34266, 大衡, おおひら, OHIRA, 黒川郡大衡村松の平, 38, 28.4, 140, 53.3, 2010-05-01, 9999-99-99, 34266, , , , 
東北, 宮城, 34276, 鹿島台, かしまだい, KASHIMADAI, 大崎市鹿島台広長字内の浦, 38, 27.6, 141, 5.5, 2010-05-01, 9999-99-99, 34276, , , , 
東北, 宮城, 34292, 石巻, いしのまき, ISHINOMAKI, 石巻市泉町　石巻特別地域気象観測所, 38, 25.6, 141, 17.9, 2010-05-01, 9999-99-99, 34292, , , , 
東北, 宮城, 34296, 女川, おながわ, ONAGAWA, 牡鹿郡女川町宮ケ崎字宮ケ崎, 38, 26.8, 141, 27.0, 2021-03-22, 9999-99-99, 34296, , , , 
東北, 宮城, 34311, 新川, にっかわ, NIKKAWA, 仙台市青葉区新川字清水尻, 38, 18.2, 140, 38.2, 2010-05-01, 9999-99-99, 34311, , , , 
東北, 宮城, 34331, 塩釜, しおがま, SHIOGAMA, 塩竈市伊保石, 38, 20.3, 141, 0.8, 2010-05-01, 9999-99-99, 34331, , , , 
東北, 宮城, 34361, 江ノ島, えのしま, ENOSHIMA, 牡鹿郡女川町江島字荒藪, 38, 23.9, 141, 35.8, 2010-05-01, 2021-03-09, 34361, , , , 
東北, 宮城, 34392, 仙台, せんだい, SENDAI, 仙台市宮城野区五輪　仙台管区気象台, 38, 15.7, 140, 53.8, 2010-05-01, 9999-99-99, 34392, 2014-04-01, 9999-99-99, , 
東北, 宮城, 34461, 白石, しろいし, SHIROISHI, 白石市福岡長袋字湯殿山, 38, 0.9, 140, 36.7, 2010-05-01, 9999-99-99, 34461, , , , 
東北, 宮城, 34462, 蔵王, ざおう, ZAO, 刈田郡蔵王町大字平沢字内屋敷, 38, 7.6, 140, 40.8, 2010-05-01, 9999-99-99, 34462, , , , 
東北, 宮城, 34471, 亘理, わたり, WATARI, 亘理郡亘理町字油田, 38, 1.5, 140, 51.5, 2010-05-01, 9999-99-99, 34471, , , , 
東北, 宮城, 34506, 丸森, まるもり, MARUMORI, 伊具郡丸森町舘矢間舘山字新賢中, 37, 55.9, 140, 46.7, 2010-05-01, 9999-99-99, 34506, , , , 
東北, 山形, 35002, 飛島, とびしま, TOBISHIMA, 酒田市飛島字勝浦乙, 39, 11.0, 139, 32.6, 2010-05-01, 9999-99-99, 35002, , , , 
東北, 山形, 35052, 酒田, さかた, SAKATA, 酒田市亀ケ崎　酒田特別地域気象観測所, 38, 54.5, 139, 50.6, 2010-05-01, 9999-99-99, 35052, , , , 
東北, 山形, 35071, 差首鍋, さすなべ, SASUNABE, 最上郡真室川町差首鍋, 38, 55.1, 140, 12.0, 2010-05-01, 9999-99-99, 35071, , , , 
東北, 山形, 35116, 金山, かねやま, KANEYAMA, 最上郡金山町金山字本町, 38, 52.7, 140, 19.9, 2010-05-01, 9999-99-99, 35116, , , , 
東北, 山形, 35141, 鶴岡, つるおか, TSURUOKA, 鶴岡市錦町, 38, 44.1, 139, 49.7, 2010-05-01, 9999-99-99, 35141, , , , 
東北, 山形, 35146, 狩川, かりかわ, KARIKAWA, 東田川郡庄内町狩川字矢倉, 38, 48.0, 139, 58.4, 2010-05-01, 9999-99-99, 35146, , , , 
東北, 山形, 35162, 新庄, しんじょう, SHINJO, 新庄市東谷地田町　新庄特別地域気象観測所, 38, 45.4, 140, 18.7, 2010-05-01, 9999-99-99, 35162, , , , 
東北, 山形, 35176, 向町, むかいまち, MUKAIMACHI, 最上郡最上町向町, 38, 45.5, 140, 31.0, 2010-05-01, 9999-99-99, 35176, , , , 
東北, 山形, 35216, 肘折, ひじおり, HIJIORI, 最上郡大蔵村南山, 38, 36.4, 140, 9.8, 2010-05-01, 9999-99-99, 35216, , , , 
東北, 山形, 35231, 尾花沢, おばなざわ, OBANAZAWA, 尾花沢市新町, 38, 36.5, 140, 24.7, 2010-05-01, 9999-99-99, 35231, , , , 
東北, 山形, 35246, 鼠ケ関, ねずがせき, NEZUGASEKI, 鶴岡市鼠ケ関字横路, 38, 34.0, 139, 33.1, 2010-05-01, 9999-99-99, 35246, , , , 
東北, 山形, 35332, 村山, むらやま, MURAYAMA, 村山市大字大久保字寄込, 38, 27.6, 140, 20.9, 2010-05-01, 9999-99-99, 35332, , , , 
東北, 山形, 35361, 大井沢, おおいさわ, OISAWA, 西村山郡西川町大井沢字中村, 38, 23.4, 139, 59.6, 2010-05-01, 9999-99-99, 35361, , , , 
東北, 山形, 35376, 左沢, あてらざわ, ATERAZAWA, 西村山郡大江町本郷字下夕原己, 38, 22.2, 140, 11.5, 2010-05-01, 9999-99-99, 35376, , , , 
東北, 山形, 35426, 山形, やまがた, YAMAGATA, 山形市緑町　山形地方気象台, 38, 15.3, 140, 20.7, 2010-05-01, 9999-99-99, 35426, 2025-04-01, 9999-99-99, , 
東北, 山形, 35456, 長井, ながい, NAGAI, 長井市平山, 38, 6.3, 140, 0.9, 2010-05-01, 9999-99-99, 35456, , , , 
東北, 山形, 35486, 小国, おぐに, OGUNI, 西置賜郡小国町増岡字下林, 38, 4.7, 139, 44.1, 2010-05-01, 9999-99-99, 35486, , , , 
東北, 山形, 35511, 高畠, たかはた, TAKAHATA, 東置賜郡高畠町安久津字加茂川原, 38, 0.2, 140, 12.4, 2010-05-01, 9999-99-99, 35511, , , , 
東北, 山形, 35541, 高峰, たかみね, TAKAMINE, 西置賜郡飯豊町高峰, 37, 59.4, 139, 57.2, 2010-05-01, 9999-99-99, 35541, , , , 
東北, 山形, 35552, 米沢, よねざわ, YONEZAWA, 米沢市アルカディア, 37, 54.7, 140, 8.6, 2010-05-01, 9999-99-99, 35552, , , , 
東北, 福島, 36056, 茂庭, もにわ, MONIWA, 福島市飯坂町茂庭字滑滝道, 37, 53.5, 140, 26.2, 2010-05-01, 9999-99-99, 36056, , , , 
東北, 福島, 36066, 梁川, やながわ, YANAGAWA, 伊達市梁川町粟野字作田, 37, 51.1, 140, 35.3, 2010-05-01, 9999-99-99, 36066, , , , 
東北, 福島, 36106, 桧原, ひばら, HIBARA, 耶麻郡北塩原村桧原字墓下, 37, 43.3, 140, 3.5, 2010-05-01, 9999-99-99, 36106, , , 2026-04-01, 9999-99-99
東北, 福島, 36126, 福島, ふくしま, FUKUSHIMA, 福島市松木町　福島地方気象台, 37, 45.5, 140, 28.2, 2010-05-01, 2021-03-18, 36126, , , , 
東北, 福島, 36127, 福島, ふくしま, FUKUSHIMA, 福島市松木町　福島地方気象台, 37, 45.5, 140, 28.2, 2021-03-18, 9999-99-99, 36126, 2025-04-01, 9999-99-99, , 
東北, 福島, 36151, 相馬, そうま, SOMA, 相馬市成田字五郎右エ門橋, 37, 47.0, 140, 55.5, 2010-05-01, 9999-99-99, 36151, , , , 
東北, 福島, 36176, 喜多方, きたかた, KITAKATA, 喜多方市字押切, 37, 39.5, 139, 51.8, 2010-05-01, 9999-99-99, 36176, , , , 
東北, 福島, 36196, 鷲倉, わしくら, WASHIKURA, 福島市土湯温泉町字鷲倉山国有林, 37, 40.1, 140, 15.6, 2010-05-01, 9999-99-99, 36196, , , 2026-04-01, 9999-99-99
東北, 福島, 36221, 飯舘, いいたて, IITATE, 相馬郡飯舘村飯樋字笠石, 37, 39.9, 140, 43.6, 2010-05-01, 9999-99-99, 36221, , , , 
東北, 福島, 36251, 西会津, にしあいづ, NISHIAIZU, 耶麻郡西会津町尾野本字樋ノ口原乙, 37, 35.3, 139, 39.4, 2010-05-01, 9999-99-99, 36251, , , , 
東北, 福島, 36276, 猪苗代, いなわしろ, INAWASHIRO, 耶麻郡猪苗代町大字千代田字中島, 37, 33.1, 140, 6.5, 2010-05-01, 9999-99-99, 36276, , , , 
東北, 福島, 36291, 二本松, にほんまつ, NIHOMMATSU, 二本松市金色久保, 37, 35.0, 140, 25.8, 2010-05-01, 9999-99-99, 36291, , , , 
東北, 福島, 36342, 金山, かねやま, KANEYAMA, 大沼郡金山町大字中川字沖根原, 37, 28.4, 139, 31.7, 2010-05-01, 9999-99-99, 36342, , , , 
東北, 福島, 36361, 若松, わかまつ, WAKAMATSU, 会津若松市材木町　若松特別地域気象観測所, 37, 29.3, 139, 54.6, 2010-05-01, 9999-99-99, 36361, , , , 
東北, 福島, 36391, 船引, ふねひき, FUNEHIKI, 田村市船引町船引字新房院, 37, 26.1, 140, 34.6, 2010-05-01, 9999-99-99, 36391, , , , 
東北, 福島, 36411, 浪江, なみえ, NAMIE, 双葉郡浪江町大字川添字北上ノ原, 37, 29.5, 140, 57.9, 2010-05-01, 9999-99-99, 36411, , , , 
東北, 福島, 36426, 只見, ただみ, TADAMI, 南会津郡只見町只見字原, 37, 20.6, 139, 18.8, 2010-05-01, 9999-99-99, 36426, , , , 
東北, 福島, 36476, 郡山, こおりやま, KOORIYAMA, 郡山市安積町成田字東丸山, 37, 22.1, 140, 19.8, 2010-05-01, 9999-99-99, 36476, , , , 
東北, 福島, 36501, 川内, かわうち, KAWAUCHI, 双葉郡川内村上川内字小山平, 37, 20.2, 140, 48.5, 2010-05-01, 9999-99-99, 36501, , , , 
東北, 福島, 36536, 南郷, なんごう, NANGO, 南会津郡南会津町界字梨木平, 37, 15.9, 139, 32.2, 2010-05-01, 9999-99-99, 36536, , , , 
東北, 福島, 36562, 湯本, ゆもと, YUMOTO, 岩瀬郡天栄村田良尾字持石, 37, 16.6, 140, 3.8, 2010-05-01, 9999-99-99, 36562, , , , 
東北, 福島, 36591, 小野新町, おのにいまち, ONONIIMACHI, 田村郡小野町小野新町字舘廻, 37, 17.2, 140, 37.5, 2010-05-01, 9999-99-99, 36591, , , , 
東北, 福島, 36611, 広野, ひろの, HIRONO, 双葉郡広野町下北迫字大谷地原, 37, 14.0, 141, 0.0, 2010-05-01, 9999-99-99, 36611, , , , 
東北, 福島, 36641, 田島, たじま, TAJIMA, 南会津郡南会津町田島字東下原, 37, 12.4, 139, 47.7, 2010-05-01, 9999-99-99, 36641, , , , 
東北, 福島, 36667, 白河, しらかわ, SHIRAKAWA, 白河市郭内　白河特別地域気象観測所, 37, 7.9, 140, 12.9, 2010-05-01, 9999-99-99, 36667, , , , 
東北, 福島, 36676, 石川, いしかわ, ISHIKAWA, 石川郡石川町双里字本宮, 37, 8.8, 140, 27.6, 2010-05-01, 9999-99-99, 36676, , , , 
